Exercici,Ingrés / Despesa,Servei / entitat,Nom servei / entitat,Subsector,Agrupació,"Agrupació
SP",Secció,Entitat CP Sector Públic,Entitat CP SEC,Entitat,Nom Entitat,Servei,Nom Servei,Capítol,Article,Concepte,Aplicació,Nom Aplicació,Àrea,Política,Programa,Nom Programa,Partida,Import sense consolidar
2010,D,8330,Fundació Privada Centre Tic i Salut,Fundacions,SA,SA,,X,0,8330,Fundació Privada Centre Tic i Salut,,,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",5,53,532,Societat de la informació i el coneixement,D/222000100/5320/0000,"250,00"
2010,D,8330,Fundació Privada Centre Tic i Salut,Fundacions,SA,SA,,X,0,8330,Fundació Privada Centre Tic i Salut,,,2,22,226,2260002,Atencions protocol·làries i representatives,5,53,532,Societat de la informació i el coneixement,D/226000200/5320/0000,"39.145,85"
2010,D,8330,Fundació Privada Centre Tic i Salut,Fundacions,SA,SA,,X,0,8330,Fundació Privada Centre Tic i Salut,,,2,22,226,2260011,Formació del personal propi,5,53,532,Societat de la informació i el coneixement,D/226001100/5320/0000,"8.178,00"
2010,D,8330,Fundació Privada Centre Tic i Salut,Fundacions,SA,SA,,X,0,8330,Fundació Privada Centre Tic i Salut,,,2,22,227,2270001,Neteja i sanejament,5,53,532,Societat de la informació i el coneixement,D/227000100/5320/0000,"3.784,15"
2010,D,8330,Fundació Privada Centre Tic i Salut,Fundacions,SA,SA,,X,0,8330,Fundació Privada Centre Tic i Salut,,,2,24,240,2400001,Despeses de publicacions,5,53,532,Societat de la informació i el coneixement,D/240000100/5320/0000,"278.886,00"
2010,D,8330,Fundació Privada Centre Tic i Salut,Fundacions,SA,SA,,X,0,8330,Fundació Privada Centre Tic i Salut,,,2,25,251,2510002,Prestació de serveis amb mitjans aliens amb altres  entitats,5,53,532,Societat de la informació i el coneixement,D/251000200/5320/0000,"1.145.929,11"
2010,D,8330,Fundació Privada Centre Tic i Salut,Fundacions,SA,SA,,X,0,8330,Fundació Privada Centre Tic i Salut,,,3,31,310,3100001,Interessos d'operacions de tresoreria dels préstec s en euros,5,53,532,Societat de la informació i el coneixement,D/310000100/5320/0000,"610,00"
2010,D,8330,Fundació Privada Centre Tic i Salut,Fundacions,SA,SA,,X,0,8330,Fundació Privada Centre Tic i Salut,,,3,34,349,3490001,Altres despeses financeres,5,53,532,Societat de la informació i el coneixement,D/349000100/5320/0000,"1.538,00"
2010,D,8330,Fundació Privada Centre Tic i Salut,Fundacions,SA,SA,,X,0,8330,Fundació Privada Centre Tic i Salut,,,6,64,640,6400001,Inversions en mobiliari i estris,5,53,532,Societat de la informació i el coneixement,D/640000100/5320/0000,"138.480,00"
2010,D,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),EAA,TI,TI,,X,X,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),,,1,10,100,1000001,Retribucions bàsiques,6,66,661,Foment empresarial,D/100000100/6610/0000,"43.855,90"
2010,D,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),EAA,TI,TI,,X,X,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),,,1,10,100,1000002,Retribucions complementàries,6,66,661,Foment empresarial,D/100000200/6610/0000,"43.740,96"
2010,D,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),EAA,TI,TI,,X,X,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),,,1,12,120,1200001,Retribucions bàsiques,6,66,661,Foment empresarial,D/120000100/6610/0000,"68.916,64"
2010,D,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),EAA,TI,TI,,X,X,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),,,1,12,121,1210001,Retribucions complementàries,6,66,661,Foment empresarial,D/121000100/6610/0000,"84.490,00"
2010,D,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),EAA,TI,TI,,X,X,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),,,1,15,150,1500001,Productivitat,6,66,661,Foment empresarial,D/150000100/6610/0000,"2.564,21"
2010,D,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),EAA,TI,TI,,X,X,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),,,1,15,151,1510001,Gratificacions serveis extraordinaris,6,66,661,Foment empresarial,D/151000100/6610/0000,"4.492,84"
2010,D,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),EAA,TI,TI,,X,X,6140,Institut per a la Promoció i la Formació Cooperatives (IPFC),,,1,16,160,1600001,Seguretat Social,6,66,661,Foment empresarial,D/160000100/6610/0000,"48.005,19"
2010,D,6290,Centre de Telecomunicacions i Tecnologies de la Informació,EDP,GO,GO,,X,0,6290,Centre de Telecomunicacions i Tecnologies de la Informació,,,2,22,226,2260011,Formació del personal propi,5,53,531,Telecomunicacions,D/226001100/5310/0000,"220.000,00"
2010,D,6620,Gestió de Serveis Sanitaris (GSS),EDP,SA,SA,,X,X,6620,Gestió de Serveis Sanitaris (GSS),,,6,61,610,6100001,Inversions en edificis i altres construccions per compte propi,4,41,412,Atenció especialitzada de salut,D/610000100/4120/0000,"606.062,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,4,42,420,4205200,A l'Institut Català de la Salut,4,41,415,Transferències internes per serveis de salut,D/420520000/4150/0000,"2.793.506.800,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,7,72,720,7205200,A l'Institut Català de la Salut,4,41,415,Transferències internes per serveis de salut,D/720520000/4150/0000,"26.000.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,4,44,440,4406660,A l'Agència d'Avaluació de Tecnologia i Recerca Mè diques (AATM),5,57,573,Recerca i Desenvolupament Biomèdics i en ciències de la salut,D/440666000/5730/0000,"2.098.456,02"
2010,D,TI06,Direcció General d'Igualtat d'Oportunitats en el Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI06,Direcció General d'Igualtat d'Oportunitats en el Treball,4,46,460,4600001,A corporacions locals,3,33,333,Polítiques d'igualtat en l'àmbit de l'ocupació,D/460000100/3330/0000,"820.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,2,20,202,2020002,Lloguers d'equips de reprografia i fotocopiadores,1,12,121,Direcció i administració generals,D/202000200/1210/0000,"56.399,93"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,2,21,212,2120002,"Conservació, reparació i manteniment d'equips de r eprografia i fotocopiadores",1,12,121,Direcció i administració generals,D/212000200/1210/0000,"9.050,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,2,21,212,2120003,Manteniment d'aplicacions informàtiques,1,12,121,Direcció i administració generals,D/212000300/1210/0000,"200.370,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,2,22,221,2210007,Queviures,1,12,121,Direcció i administració generals,D/221000700/1210/0000,"3.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,2,22,222,2220002,Comunicacions mitjançant serveis de veu i dades ad quirits a entitats de la Generalitat,1,12,121,Direcció i administració generals,D/222000200/1210/0000,"431.214,80"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,2,22,222,2220003,Comunicacions mitjançant serveis de veu i dades ad quirits a altres entitats,1,12,121,Direcció i administració generals,D/222000300/1210/0000,"4.000,00"
2010,D,6030,Escola d’Administració Pública de Catalunya,EAA,GO,GO,,X,X,6030,Escola d’Administració Pública de Catalunya,,,2,22,222,2220002,Comunicacions mitjançant serveis de veu i dades ad quirits a entitats de la Generalitat,1,12,122,Formació del personal d'administració i serveis ,D/222000200/1220/0000,"65.000,00"
2010,D,6030,Escola d’Administració Pública de Catalunya,EAA,GO,GO,,X,X,6030,Escola d’Administració Pública de Catalunya,,,2,22,228,2280002,Serveis informàtics realitzats per entitats de la Generalitat. Recursos humans,1,12,122,Formació del personal d'administració i serveis ,D/228000200/1220/0000,"10,00"
2010,D,6030,Escola d’Administració Pública de Catalunya,EAA,GO,GO,,X,X,6030,Escola d’Administració Pública de Catalunya,,,2,22,228,2280003,Serveis informàtics realitzats per entitats de la Generalitat. Gestió economicofinancera,1,12,122,Formació del personal d'administració i serveis ,D/228000300/1220/0000,"10,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,2,22,226,2260039,Despeses per serveis bancaris,1,12,121,Direcció i administració generals,D/226003900/1210/0000,"100,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,4,44,442,4426970,Al Consorci Sanitari de Barcelona,1,12,121,Direcció i administració generals,D/442697000/1210/0000,"5.939.597,64"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,61,610,6100001,Inversions en edificis i altres construccions per compte propi,1,12,121,Direcció i administració generals,D/610000100/1210/0000,"100.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,61,610,6100003,Pensions de censos emfitèutics constituïts sobre e dificis i altres construccions,1,12,121,Direcció i administració generals,D/610000300/1210/0000,"45.805,30"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,62,620,6200001,"Inversions en maquinària, instal·lacions i utillat ge",1,12,121,Direcció i administració generals,D/620000100/1210/0000,"100.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,64,640,6400001,Inversions en mobiliari i estris,1,12,121,Direcció i administració generals,D/640000100/1210/0000,"300.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,65,650,6500002,Inversions en telecomunicacions,1,12,121,Direcció i administració generals,D/650000200/1210/0000,"500.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,61,610,6100003,Pensions de censos emfitèutics constituïts sobre e dificis i altres construccions,4,41,411,Atenció primària de salut,D/610000300/4110/0000,"2.322.375,02"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,61,611,6116390,Aportacions a GISA per inversions en edificis per compte de la Generalitat o de les seves entitats,4,41,411,Atenció primària de salut,D/611639000/4110/0000,"35.000.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,65,650,6500002,Inversions en telecomunicacions,4,41,411,Atenció primària de salut,D/650000200/4110/0000,"100.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,7,76,760,7600001,A corporacions locals,4,41,411,Atenció primària de salut,D/760000100/4110/0000,"4.560.056,96"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,7,76,761,7610001,A consorcis dependents de les corporacions locals,4,41,411,Atenció primària de salut,D/761000100/4110/0000,"1.940.331,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,870,8706620,Aportacions al fons patrimonial de Gestió de Serve is Sanitaris (GSS),4,41,411,Atenció primària de salut,D/870662000/4110/0000,"316.274,91"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,870,8706630,Aportacions al fons patrimonial de l'Institut d'As sistència Sanitària (IAS),4,41,411,Atenció primària de salut,D/870663000/4110/0000,"200.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,870,8706640,Aportacions al fons patrimonial de Gestió i Presta ció de Serveis de Salut (GPSS),4,41,411,Atenció primària de salut,D/870664000/4110/0000,"1.055.082,89"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8726960,Aportacions a fons propis del Consorci Sanitari de  Terrassa,4,41,411,Atenció primària de salut,D/872696000/4110/0000,"279.442,92"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8726980,Aportacions a fons propis del Consorci Hospitalari  de Vic,4,41,411,Atenció primària de salut,D/872698000/4110/0000,"209.782,35"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8726990,Aportacions a fons propis del Consorci Sanitari In tegral,4,41,411,Atenció primària de salut,D/872699000/4110/0000,"496.431,51"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8727040,Aportacions a fons propis del Consorci Sanitari de l Maresme,4,41,411,Atenció primària de salut,D/872704000/4110/0000,"320.278,39"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,875,8757240,Aportacions a fons propis de la Corporació de Salu t del Maresme i La Selva,4,41,411,Atenció primària de salut,D/875724000/4110/0000,"555.104,62"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,2,25,251,2510008,Oxigenoteràpia,4,41,412,Atenció especialitzada de salut,D/251000800/4120/0000,"32.250.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,4,44,440,4406620,A Gestió de Serveis Sanitaris (GSS),4,41,412,Atenció especialitzada de salut,D/440662000/4120/0000,"3.777.042,54"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,4,44,440,4406640,A Gestió i Prestació de Serveis de Salut (GPSS),4,41,412,Atenció especialitzada de salut,D/440664000/4120/0000,"641.381,78"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,4,44,440,4406750,Al Parc Sanitari Pere Virgili (PSPV),4,41,412,Atenció especialitzada de salut,D/440675000/4120/0000,"3.000.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,4,44,442,4427020,Al Consorci Sanitari de Mollet del Vallès,4,41,412,Atenció especialitzada de salut,D/442702000/4120/0000,"398.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,4,44,443,4430001,A fundacions del sector públic de la Generalitat,4,41,412,Atenció especialitzada de salut,D/443000100/4120/0000,"3.272.656,46"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,4,44,443,4438320,A la Fundació Privada Hospital Transfronterer de l a Cerdanya,4,41,412,Atenció especialitzada de salut,D/443832000/4120/0000,"465.894,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,4,44,443,4438990,A la Fundació Privada de Gestió Sanitària de l'Hos pital de la Santa Creu i Sant Pau,4,41,412,Atenció especialitzada de salut,D/443899000/4120/0000,"8.436.093,54"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,61,610,6100003,Pensions de censos emfitèutics constituïts sobre e dificis i altres construccions,4,41,412,Atenció especialitzada de salut,D/610000300/4120/0000,"20.647.297,13"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,61,611,6116390,Aportacions a GISA per inversions en edificis per compte de la Generalitat o de les seves entitats,4,41,412,Atenció especialitzada de salut,D/611639000/4120/0000,"44.393.413,18"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,65,650,6500001,Inversions en equips de procés de dades,4,41,412,Atenció especialitzada de salut,D/650000100/4120/0000,"730.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,6,65,650,6500002,Inversions en telecomunicacions,4,41,412,Atenció especialitzada de salut,D/650000200/4120/0000,"100.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,7,74,743,7438990,A la Fundació Privada de Gestió Sanitària de l'Hos pital de la Santa Creu i Sant Pau,4,41,412,Atenció especialitzada de salut,D/743899000/4120/0000,"2.855.773,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,7,74,741,7410001,A societats mercantils del sector públic de la Gen eralitat,4,41,412,Atenció especialitzada de salut,D/741000100/4120/0000,"0,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,7,76,761,7610001,A consorcis dependents de les corporacions locals,4,41,412,Atenció especialitzada de salut,D/761000100/4120/0000,"1.985.779,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,7,78,781,7810009,A la Fundació Privada de l'Hospital de la Santa Cr eu i Sant Pau,4,41,412,Atenció especialitzada de salut,D/781000900/4120/0000,"12.332.556,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,870,8700001,Aport. al fons patrim. d'ent. autònomes comercials  i financeres i d'ent. de dret públic de la Gener.,4,41,412,Atenció especialitzada de salut,D/870000100/4120/0000,"1.253.163,10"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,870,8706600,Aportacions al fons patrimonial de l'Institut de D iagnòstic per la Imatge (IDI),4,41,412,Atenció especialitzada de salut,D/870660000/4120/0000,"630.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,870,8706620,Aportacions al fons patrimonial de Gestió de Serve is Sanitaris (GSS),4,41,412,Atenció especialitzada de salut,D/870662000/4120/0000,"1.574.308,99"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,870,8706630,Aportacions al fons patrimonial de l'Institut d'As sistència Sanitària (IAS),4,41,412,Atenció especialitzada de salut,D/870663000/4120/0000,"6.455.331,69"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,870,8706640,Aportacions al fons patrimonial de Gestió i Presta ció de Serveis de Salut (GPSS),4,41,412,Atenció especialitzada de salut,D/870664000/4120/0000,"1.455.466,77"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,870,8706670,Aportacions al fons patrimonial de l'Institut Cata là d'Oncologia (ICO),4,41,412,Atenció especialitzada de salut,D/870667000/4120/0000,"6.368.970,40"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8720001,Aportacions a fons propis de consorcis dependents de la Generalitat,4,41,412,Atenció especialitzada de salut,D/872000100/4120/0000,"1.000.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8726950,Aportacions a fons propis de la Corporació Sanitàr ia Parc Taulí de Sabadell,4,41,412,Atenció especialitzada de salut,D/872695000/4120/0000,"12.675.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8726960,Aportacions a fons propis del Consorci Sanitari de  Terrassa,4,41,412,Atenció especialitzada de salut,D/872696000/4120/0000,"7.411.578,64"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8726980,Aportacions a fons propis del Consorci Hospitalari  de Vic,4,41,412,Atenció especialitzada de salut,D/872698000/4120/0000,"661.805,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8726990,Aportacions a fons propis del Consorci Sanitari In tegral,4,41,412,Atenció especialitzada de salut,D/872699000/4120/0000,"8.482.107,15"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8727000,Aportacions a fons propis del Consorci Sanitari de  l'Alt Penedès,4,41,412,Atenció especialitzada de salut,D/872700000/4120/0000,"1.210.063,66"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8727010,Aportacions a fons propis del Consorci Sanitari de  l'Anoia,4,41,412,Atenció especialitzada de salut,D/872701000/4120/0000,"4.818.355,41"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8727020,Aportacions a fons propis del Consorci Sanitari de  Mollet del Vallès,4,41,412,Atenció especialitzada de salut,D/872702000/4120/0000,"1.019.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,872,8728250,Aportacions a fons propis de l'Hospital Clínic i P rovincial de Barcelona,4,41,412,Atenció especialitzada de salut,D/872825000/4120/0000,"25.000.000,00"
2010,D,5100,Servei Català de la Salut (CatSalut),SCSE,SA,SA,,X,X,5100,Servei Català de la Salut (CatSalut),,,8,87,875,8757240,Aportacions a fons propis de la Corporació de Salu t del Maresme i La Selva,4,41,412,Atenció especialitzada de salut,D/875724000/4120/0000,"1.560.000,00"
2010,D,TI06,Direcció General d'Igualtat d'Oportunitats en el Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI06,Direcció General d'Igualtat d'Oportunitats en el Treball,4,48,481,4810001,A fundacions,3,33,333,Polítiques d'igualtat en l'àmbit de l'ocupació,D/481000100/3330/0000,"1.184.818,26"
2010,D,TI06,Direcció General d'Igualtat d'Oportunitats en el Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI06,Direcció General d'Igualtat d'Oportunitats en el Treball,7,78,782,7820001,A altres institucions sense fi de lucre i a altres  ens corporatius,3,33,333,Polítiques d'igualtat en l'àmbit de l'ocupació,D/782000100/3330/0000,"5.000.000,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,2,20,202,2020003,Lloguers i cànons de programari,3,33,334,Qualificació professional,D/202000300/3340/0000,"5.730,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,2,21,212,2120002,"Conservació, reparació i manteniment d'equips de r eprografia i fotocopiadores",3,33,334,Qualificació professional,D/212000200/3340/0000,"1.000,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,2,21,212,2120003,Manteniment d'aplicacions informàtiques,3,33,334,Qualificació professional,D/212000300/3340/0000,"19.350,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,2,21,214,2140001,"Altres despeses de conservació, reparació i manten iment",3,33,334,Qualificació professional,D/214000100/3340/0000,"500,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,2,22,222,2220003,Comunicacions mitjançant serveis de veu i dades ad quirits a altres entitats,3,33,334,Qualificació professional,D/222000300/3340/0000,"10.000,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,2,22,226,2260005,"Organització de reunions, conferències i cursos",3,33,334,Qualificació professional,D/226000500/3340/0000,"300,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,2,22,226,2260039,Despeses per serveis bancaris,3,33,334,Qualificació professional,D/226003900/3340/0000,"300,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,2,22,228,2280003,Serveis informàtics realitzats per entitats de la Generalitat. Gestió economicofinancera,3,33,334,Qualificació professional,D/228000300/3340/0000,"3.500,00"
2010,D,8390,Consorci per a la Formació Contínua de Catalunya,Consorcis,TI,TI,,X,0,8390,Consorci per a la Formació Contínua de Catalunya,,,4,48,482,4820018,"Programes per al foment, formació i qualificació p rofessional cofinançats per Ad. Estat",3,33,334,Qualificació professional,D/482001800/3340/0000,"36.827.316,30"
2010,D,5200,Institut Català de la Salut (ICS),SCSE,SA,SA,,X,X,5200,Institut Català de la Salut (ICS),,,2,20,202,2020002,Lloguers d'equips de reprografia i fotocopiadores,1,12,121,Direcció i administració generals,D/202000200/1210/0000,"1.000,00"
2010,D,5200,Institut Català de la Salut (ICS),SCSE,SA,SA,,X,X,5200,Institut Català de la Salut (ICS),,,2,20,202,2020003,Lloguers i cànons de programari,1,12,121,Direcció i administració generals,D/202000300/1210/0000,"1.000,00"
2010,D,5200,Institut Català de la Salut (ICS),SCSE,SA,SA,,X,X,5200,Institut Català de la Salut (ICS),,,2,21,212,2120002,"Conservació, reparació i manteniment d'equips de r eprografia i fotocopiadores",1,12,121,Direcció i administració generals,D/212000200/1210/0000,"1.000,00"
2010,D,5200,Institut Català de la Salut (ICS),SCSE,SA,SA,,X,X,5200,Institut Català de la Salut (ICS),,,2,21,212,2120003,Manteniment d'aplicacions informàtiques,1,12,121,Direcció i administració generals,D/212000300/1210/0000,"1.000,00"
2010,D,5200,Institut Català de la Salut (ICS),SCSE,SA,SA,,X,X,5200,Institut Català de la Salut (ICS),,,2,22,222,2220002,Comunicacions mitjançant serveis de veu i dades ad quirits a entitats de la Generalitat,1,12,121,Direcció i administració generals,D/222000200/1210/0000,"287.000,00"
